,text,label
310,I Like learning in depth about nutrition/health @user @user #Disease #westerndiet  #Health   #agriculture  #SemST,0
311,"Global Warming! Global Warming! Global Warming!  Oh wait, it's summer.  #SemST",1
312,"@user Higher sea levels & temperature, glacial retreat, warmer oceans, extreme weather events. Plenty of evidence. #SemST",2
313,@user my priority is to address #SemST,0
314,#Mission:#Climate @ home > Opt for reusable bags instead of plastic bags (by @user #Tip #ActOnClimate #SemST,2
315,Pupils in P5-7 from Lincluden Primary are participating in Carbon Busters Project 2015-2016! #LearningForSustainability #SemST,2
316,There are a lot of things that need to be done. But first should be changing our mindset.  #WaterManagement #SemST,2
317,@user That is one of the most INSANE and DELUSIONAL quotes I've ever seen.  #tcot #tlot #SemST,0
318,I don't  care why the globe is warming. I just want to stop it before there is irreparable harm #fuckpolitics #sciencerules #SemST,2
319,@user  #climatehealth report says we need ambitious programme like Marshall plan or Apollo mission to tackle climate change #SemST,2
320,"The natural world is part of our inheritance, we have to protect it  @user with @user on #BBC #Earth #SemST",2
321,#SEBAMM #SEB2015: Prtner explains the work of the #IPCC #SemST,0
322,"QT @user ""I don't have much patience for anyone who denies that this challenge is real."" 1/2 #SemST",0
323,@user well they should! Why do you think people in Karachi r dying? because we don't care about our environment! #SemST,2
324,Have never been so outrageously grateful for a slight cool breeze drifting over my body. Is this the future? #nakedtimes #SemST,2
325,If sea levels get any higher flooding in lowlands could become dire. #SemST,2
326,"First listen, then conviction, next action - Dali Lama on #Glasto2015 #SemST",0
327,"The same ppl who think Paul spoke ""for God"" when denouncing gays also think the current Pope does not speak for God. #SemST",0
328,@user @user @user We should worry about the state he's going to leave #Australia in. #NBN Fraudband #refugees #SemST,0
329,Inland so cal has been hot and humid all day. This seems to be our summers - muggy. So strange. #SemST,2
330,"After the Millennials come the Apocalypticals. Thanks, breeders. #overpopulation #SemST",0
331,Greenland's ice is melting faster this summer under a dome of high pressure #SemST,2
332,"We need to work with confidence, transparence and guided by consensus @user at @user event on #action2015 #SemST",0
333,Population growth is only a problem because humans treat the earth like shit.  #govegan #environment #SemST,2
334,Do #Catholics follow #God's word or this #Pope's ramblings?  #SemST,0
335,The ruling by @user is a major setback for @user & the environment.  #dirtycoal #SemST,2
336,The last thing #Australia or the world needs are 2 more vast earth destroying #coal mines! Let's get real and fight  #auspol #SemST,2
337,@user states the media needs to promote the damage of climate change. How bout you #Bolt? #ForeignCorrespondent #SemST,2
338,"If ozone science had been ignored by your dad, @user we would be in dire straits right now. Could you thank him for us? #SemST",2
339,@user @user The human mind is incapable of dealing with that of which it has no experience  #SemST,0
340,Climate change is an emergency. Stop denial and start taking steps. #climatehealth #SemST,2
341,"@user I suspect that @user may well just prefer to stick to his, erm, principles on this one. #SemST",0
342,"@user not to worry, our real enemy is #Obama #SemST",0
343,Enjoying watching Sir David Attenborough and Obama talk about climate change mitigation #LoveNature #SemST,2
344,@user @user @user @user @user #EngineeringInnovation. Future Green Tech to deal with #SemST,2
345,"We cant deny it, its really happening.  #SemST",2
346,"Macro problems face us all, but people focus on micro problems because they are within our immediate power to fix #SemST",2
347,Glad for the millions of lives improved this week. Now let's set our sights on helping millions more. #ImmigrationAction #SemST,0
348,@user Time to change the Government! #fracking #C02 #methane #pollution #cancer #health #earthquake #water #leaks #SemST,2
349,"When the Last Tree Is Cut Down, the Last Fish Eaten & the Last Stream Poisoned, You Will Realize That You Cannot Eat Money #SemST",2
350,#SpaceX is looking like major litterbug! Do they clean up the debris. It's $1500 if I litter hi-way. Space X #SemST,0
351,Building Renovations. Turn $10MM into $1MMM over time. #business #money #wallstreet #enterprise #entrepreneur #engineering #SemST,0
352,"@user I'll bomb anything I can get my hands on, especially if THEY aren't christian. #graham2016 #GOP #SemST",0
353,If it doesn't warm up soon @user I want my money back on the panels for misselling. #45Minutes #dodgydata #Drtker #SemST,0
354,#SavingMyTomorrow @user why are you guys not promoting this like crazy???? #HBO #SemST,0
355,#Mission:#Climate @ home > Simplify (by @user #Tip #DoYourPart #SemST,2
356,"Can @user use $866,615 of jet fuel on His #EarthDay trip to Florida? YES HE CAN!!! -mao @user #FAIL #SemST",0
357,".@whelan60 ""While this debate goes on, yet more time is wasted."" #thedrum #SemST",0
358,Sir David Attenborough and @user  dissgussing the planet future. The room doesn't get any better than this. #SemST,2
359,How did the #GreatBarrierReef look to you compared to when you dived it 60 years ago? @user #Attenborough @user #SemST,2
360,Ocean acidification is the most important scientific crisis that we face today Donna Roberts #CambioClimatico #SemST,2
361,Is the new Pahiatua plant going to be primarily coalfired? Large companies like @user should be taking the lead against #SemST,2
362,if this heat is killing me i don't wanna know what the poor polar bears are going through right now  #SemST,2
363,The #MNTwins game is going really fast tonight. More proof of #SemST,0
364,@user RobertRedford + Pope say time is now. GreenNH3 is ready to roll. We all want machines. What is holdup ? #pollution #SemST,2
365,Dallas still hasn't hit 100 this year. #SemST,0
366,Honestly I don't understand why I like California so much. I'm so bad in the heat. #SemST,0
367,Our amazing #ESS15 panel @user @user @user & @user on how to prepare & protect #BayArea region from #SemST,2
368,Good news #SCOTUS confirmed the #UN has ZERO authority of U.S. property or enforcement. Who cares what the elites say! #COP21 #SemST,0
369,GA: AIW Support Strong Compass. Global Climate Agreement: passed  #uuaga #SemST,2
370,"Climate change financing,cc adaptation, cc and resilience,the green economy.Lots of semantics as communities waitforsolutions #SemST",2
371,I'm burnin up baby where u at? #hangin #hanginpls #SemST,0
372,(2/2) 300 words and be sent to climateconference2015@gmail.com #sustainability #sustainabledevelopment #SemST,2
373,Minister @user about the importance of #INDCs to build momentum to #Paris2015 at press conference at #UN #SemST,0
374,"#SCOTUS,  We need to force #power #plants To cut #emissions of #mercury and other #air pollutants asap! #POTUS #EPA #Justices #SemST",2
375,@user says he wants carbon fund to be spent on public transportation and renewable energy. #ejlive #ableg #SemST,2
376,#Mission:#Climate @ home > Move your thermostat down 2C in winter and up 2C in summer #Tip #DoYourPart #SemST,2
377,Hey @user please reject the Adani Carmichael #coal mine and Abbot Point. Our Reef and climate are at risk!  #GBR #SemST,2
378,When did CO2 become a dangerous pollutant that must be curtailed? What do you exhale again? #Iwantanswers #SemST,1
379,David Attenborough being interviewed by President Obama is brilliant & fascinating viewing #ForeignCorrespondent #ABC #tunein #SemST,0
380,"One day it will be clear that someone has changed their opinion due 2 one or more of my tweets, but I'm not holding my breath #SemST",0
381,#Mission:#Climate @ home > Wash laundry in cold water (by @user #Tip #DoYourPart #SemST,2
382,#Mission:#Climate @ home > Wrap your water heater in an insulation blanket #Tip #ActOnClimate #SemST,2
383,I'm sick of celebrities who think being a well known actor makes them an authority on anything else. #robertredford #UN #SemST,1
384,Can't wait to watch 'When Attenborough Met Obama' Should be fascinating! @user #sirdavidattenborough #lovemydavid #Hero #SemST,0
385,56. Here we see how environmental deterioration and human & ethical degradation are closely linked. #LaudatoSi #environment #SemST,2
386,"Politics, Religion, Race; we are so busy killing & hurting each other, Earth dries up & we will all die anyway. #drought #SemST",2
387,I expected New Zealand's so-called leaders to show leadership. Instead they show weak-minded ignorance. Laggardship. #SemST,0
388,Are these ominous yellow #Vancouver skies making anyone else dread our climate future? #wildfires #SemST,2
389,There are NO two sides to this discussion. --@StopMotionsolo  #SemST,0
390,@user @user @user Denial isn't just a river in Egypt. It's #gop strategy. #racism #SemST,0
391,"For me watching the #ideology of #capitalism at work is like watching a ""train wreck"" in #progress! #Democracy #Goal? #Future #SemST",0
392,@user Good grief! I can feel the desperation seeping off the page.   GOOD. We've got 'em on the ropes.  #SemST,0
393,"UN, decline of 50% in crop yields in developing countries (rice,wheat,corn) over the next 35 years,especially in the tropics #SemST",2
394,There's a great challenge 4 #leadershhip in #globslopportunity 2search synergetic efforts w/ their fellows to get engaged in #SemST,0
395,Closed door session begins. More after they decide on the entities.  #GCF #SemST,0
396,"What is the #energiewende agenda? Why are they not in the ""de-carbonizer"" camp?.  How long will you tolerate the lies?  #SemST",2
397,@user Stocker: Fish catch potential could drop by as much as 50% in some areas due to #oceanacidification. #CFCC15 #SemST,2
398,"...a longer memory, and a sterner sense of justice than we do. -W.Berry #SemST",0
399,"Boni ""Future Sea level rise will not be uniform & different for coasts"" #CCFC15 #Journey2015 #SemST",2
400,"@user Bony: Extreme weather events (heat waves, drought, flooding, windstorms) made more frequent/intense by #CFCC15 #SemST",2
401,Camille Parmesan: 2/3 of species have changed #habitat because of #H12 #CFCC15 #SemST,2
402,"5 meta-analyses show 1/2 of species have changed where they live, 2/3 have changed when they live. Camille Parmesan #CFCC15 #SemST",2
403,It literarly just took me 10 minutes to get in a bus because an old lady just had to go in front of everyone... #SemST,0
404,"Grubb: state of energy: shift US & EU from net-producer to net-importer of emissions"" #CCFC15 #journey2015 #SemST",2
405,Interesting speaker Maarten Van Aalst @user how their humanitarian experience can help Climate scientists #CCFC15 #SemST,2
406,putting my neck out as such when I did not have to be here at all? Regards Dion #peace #GMS #Democracy #Transparency #Future! #SemST,0
407,grow food not lawns  Lawns are Ecocide in your yard. #Patriarchy is Ecocide of your own species #DominoEffect #SemST,2
408,This halcyon summer is over. Climate is on the move. Doug Kelbaugh #CNU23 #declarationsignee #SemST,2
409,@user we Have to talk about new normals #SemST,0
410,Citizens have a right to access information that would protect their lives against #risk #CLIMWARN #CFCC15 #vulnerability #SemST,2
411,That moment when Canadians realised global warming doesn't equal a tropical vacation #BCwildfire #Canadaburns #SemST,2
412,"We NEED alternatives to #fossilfuel, but also need to maintain our #economy! This change will be gradual so lets START NOW! #SemST",2
413,#Defrance: displacements due to natural disasters higher than those caused by conflicts #migration #development #CFCC #S2242 #SemST,2
414,"@user Yes, you shouldn't. But, stop killing animals is not the only reason to become a vegan - #stopfamine #behealthy #SemST",0
415,We don't inherit the earth from our parents we borrow it from our children #Conservation #Perspective #SemST,2
416,.@vj44 @user Yay! We'd love to convert to solar power! PG&E plan to raise our rates again. #ActOnClimate #p2 #SemST,2
417,#rsaeconomy: #tax can surely play a greater role in helping richer countries slow emissions and poor countries transition. #SemST,2
418,It's raining and feels like fall I don't know what kinda summer this is  #isReal #SemST,2
419,We can address both climate change and sustainable development with the same measures @user #SDGs #climateaction #COP21 #SemST,2
420,@user what's the plan for getting job-creating big green energy corps located here in #alberta? #taxbreaks #jobs #SemST,2
421,#Mission:#Climate @ home > Purchase renewable power from your utility (by @user #Tip #ImpactIsReal #SemST,2
422,"There's no more normal rains anymore. Always storms, heavy and flooding. #SemST",2
423,"@user HS2 does too much damage to local communities + to the environment,they use 60% more fuel than regular trains. #SemST",2
424,As Western Canada Burns Harper's got his head so deep in the #tarsands he can see #ChristyClark's ankles #BCwildfire #cdnpoli #SemST,0
425,Also what's up with this ridiculous weather?? It was raining this morning and now it's like super hot! #weatherproblems #lame #SemST,2
426,@user @user @user @user What values is heUsing ref criminal safety checks for weaponsAddressing #SemST,0
427,Eager to learn at the Modern Prosperity event at the @user hosted by  @user #carbonpricing #jobsjusticeclimate #SemST,2
428,The #carbontrading in #Quebec has very ambitious GHG reduction target of 20% #nspoli #SemST,2
429,@user anthropogenicthat which is caused by humans; #SnowballJim #SemST,2
430,I thought Seattle was supposed to have a lot more rain #drought #SemST,2
431,On a scale of 1 to 10 the air quality in Whistler is a 35. #wildfires #BCwildfire #SemST,2
432,"@user yes Catherine, the future of human civilisation depends on this generation & how it acts on #Auspol #SemST",2
433,It's most exciting to witness a major development! @user #SemST,0
434,We are causing the ice masses of Earth to melt at an alarming rate. #SemST,2
435,@user Will @user support Canterbury Rocket + Nuclear Power for NZ? Send our nuclear waste to space @user #SemST,2
436,@user research is irrelevant when biosphere is on the brink of collapse. #deforestation #6thExtinction #war #SemST,2
437,"@user Indigenous ppl will save the country, if it's not too late. #SemST",0
438,Turn the Liverpool Plains into a coal mine...is there any bad idea this government doesn't like? #FoodBowl #Shenhua #auspol #SemST,2
439,@user Seems the marine animals are finally declaring war on man due to man-made environmental destruction. #SemST,2
440,Seems I may yet get my Climate Apocalypse >:) You fucking morons! #Shenhua #LNPFAIL #keepitintheground #SemST,2
441,The Weather app keeps taunting us with rain. #PNW #drought #SemST,0
442,What do you do to help reverse climate change? Tweet your tips to inspire others! #Tip #SavePolarBear #SemST,2
443,"You know things are pretty out of control when you're happy to have ""only"" 30 degrees C indoor and it feels good. #SemST",2
444,Haven't moved an inch since yesterday.  #bcpoli #vancouver #bcwildfire #yvr #realrenewables #SemST,0
445,@user @user @user @user @user NEVER KNEW INCONVENIENT FACTS WARRANTED A SHRINK!!! ROTFLMAO #auspol #SemST,0
446,Will the world place sanctions on #Australia for it's insane pursuit of new massive #coal mines? #UN #auspol #sanctions #SemST,2
447,"Now moving from summer season to........ Life, too moves from...  #climate #weatherchange #rain #forecast #wind #SemST",2
448,Climate change is my issue - make it yours #Zim #SemST,2
449,#Mission:#Climate @ home > Don't let heat escape from your house over a long period #Tip #EarthRightNow #SemST,2
450,Counting down the days until my PhD starts #77 #tephrochronology #southernhemisphere  #chronology #oxford #SemST,0
451,"Today Europe is breaking heat records, while Asia is breaking the lowest temperature records!! Should we not be concerned?!  #SemST",2
452,Paul Leadley Talking about #biodiversity scenarios under #h22 #CFCC15 #SemST,2
453,Our cardboard city with @user from @user in our @user youth club on Monday. #SemST,0
454,Dhakal: There is no silver bullet for solutions - each city has to devise own local/specific responses to #CFCC15 #SemST,2
455,Follow @user for information on #CFCC15 - the climate change conference in Paris. #SemST,2
456,"Am not a Catholic, but the pope is spot on when it comes climate change & protecting the amazon forest. #SemST",2
457,"Food and water security are intertwined: ""Adaptation costs water."" #CFCC15 #journey2015 #L25 #SemST",2
458,"It's July and its 57 degrees, can't imagine what winter is going to feel like this year. #ChicagoWeather #SemST",2
459,Adaptation is something that reduces the negative impact or enhances the positive impact of #CFCC15 #Journey2015 #SemST,2
460,@user tackles difficult challenges of growth needs and unemployment alongside #CFCC15. #SemST,2
461,"Much good to be had in the lead up to #COP21. 2,200 researchers from over 100 countries, uniting to address global #CFCC15 #SemST",2
462,"#Earth is a #finite in #nature #environment, ""no amount of #dividend #value can #buy its #natural #diversity back! #SemST",2
463,"#Obama said ""can't prevent oil exploration completely"" in the Arctic, is ""setting the highest possible standards=BS #shellno #SemST",2
464,@user Tuvalu has been at the forefront of dealing with consequences of climate change. They are realists #auspol #SemST,2
465,A Very Good Discussion:Ruth Valerio @user and Premier Radio's @user on key issues affecting us in #Pope #Encyclical #SemST,0
466,Be kind to the earth beneath your feet.  #environment #SemST,2
467,"Also, it's raining here in the Brazilian central savannas. We were supposed to be in the pinnacle of the dry season. #SemST",2
468,"avg house in US consumes 10,656 kWh per year 2006, Gore devoured nearly 221,000 kWh more than 20 X the nat average. #onpoli #SemST",2
469,Please will someone at @user clarify what Osbourne said about oil and renewables energy?  #budget2015 #futureoftheplanet #SemST,2
470,Participation is essential: bring vulnerable voices to the table at #COP21 says @user #AgCOP21 #CFCC15 @user #SemST,2
471,We blame cities for the majority of CO2 emissions without acknowledging their vulnerability to #CFCC15 #journey2015 #S2228 #SemST,2
472,@user LOL. Too bad all the other scientists agree with him. #ClimateChangeDenier #SemST,2
473,#KCA #VoteJKT48ID ClimateCommRPB: The green diet: how to eat healthy and save the planet #SemST,2
474,@user thank you for the follow Jim!  I'm flattered!  #SemST,0
475,@user @user Need hydro bill fix in ON so ppl won't use dirty alt fuels to heat homes. #foodorheat #onpoli #SemST,2
476,#Asthma is hitting our communities hard in #Chicago says @user Kim Wasserman  #cleanair4kids #Latinos #SemST,2
477,The extreme humidity and heat right now might kill me  and it's only 10a.m. #FloridaProblems #SemST,2
478,@user @user @user @user U love CO2 so I can only understand your point of view.But u n I know the trigger of #SemST,2
479,Haven't seen the mountains in days with all these fires. Can't stand breathing this air quality any longer!!  #SemST,2
480,@user @user @user @user @user Criminal capitalist wrecked economy08Now misleadingInvestors as to Risk of #Ecocide #SemST,2
481,Jared likes child porn now .... Is that what happens if you eat all your meals at Subway? Must be either that or #SemST,0
482,@user @user @user @user #CSOTA #fossilfuels corp misleading investors about liability for #Ecocide #SemST,2
483,"Actually on second thoughts, it's pretty bloody terrifying #climatecrisis #ISS15 #SemST",2
484,Gone are the days where we would get temperatures of Min -2 and Max 5 in Cape Town #SemST,2
485,Zinta Zommers: need for a unified tool to bring all these variabilities together #CFCC15 #climate #SemST,2
486,#Mission:#Climate @ home > Run your dishwasher only if it's full. (by @user #Tip #ActOnClimate #SemST,2
487,The stock market froze  In the summer ?!! #SemST,0
488,"Living an unexamined #life may be easier, but leads to disastrous consequences. #ActonClimate #Action2015 #leadership #SemST",2
489,@user @user @user 2014 was hottest year on record. Looks like 2015 is going to break that record. #SemST,2
490,Climate Change Deniers are Like Pre Historic Cave Dwellers: California Governor Jerry Brown #CSOTA #uspoli #cdnpoli #SemST,2
491,What has happened to sunny Colorado?? #cloudy #denver #nosunshine #SemST,2
492,The biggest terror threat in the World is climate change #drought #floods #SemST,2
493,"What has been will be again, what has been done will be done again; there is nothing new under the sun. Ecclesiastes 1:9 #SemST",0
494,ONE Volcano emits more pollution than man has in our HISTORY! #SemST,1
495,@user Republicans don't care about the environment all together. They deny this fact. #SemST,2
496,@user Reminds me of Nottingham in the early 1960's #ActOnClimate #SemST,2
497,"@user Jason Berry says he discusses that while $$ would buy a big pipe, maybe that won't work w #ResilientChicago #SemST",0
498,#Follow @user US leader in weather #riskmanagement . Helping the world's #economy adapt to climate change. #SemST,2
499,"#CSOTA is trending at #3 in Canada on Twitter Now w/ 3,800 Tweets from the #Climate Summit of the Americas! #sm #socialmedia #SemST",2
500,Why is Stephen Harper or representative not at #costa   Does he not care about the environment?  #cdnpoli #environment #SemST,2
501,RT @user Thanks to everyone in Maine who contacted their legislators in support of #energyefficiency funding! #MEpoli #SemST,2
502,We're Committed to Green in Our Dreams: @user What'll Drive Change is Power of Parents & Grandparents #CSOTA #SemST,2
503,"@user @user @user @user @user ""We are the last generation who can address this climate change #SemST",2
504,@user ice cracking in the summer?? SO ALARMING. #climatechangehoax #SemST,1
505,Its July 8th.. I have clean clothes... I just put jeans on though. #SemST,0
506,"the water hole time to drink! RT""@vicenews #SemST",0
507,"I understand the rain, but it is only about 60 degrees right now..... It is never 60 degrees in July....  #SemST",2
508,.@McKenzieAmanda's presentation on shifting the public narrative in a hostile environment should be good #anzca2015 #SemST,0
509,67 degrees Fahrenheit on July 8th. I love this weather! #PureMichigan #SemST,0
510,#coalmining & destruction of our ability to live on earth is so stupid. Don't kill our species habitat #duh #Shenhua  #SemST,2
511,@user @user  how about you give me TWO SENTENCES about climate instead of ending with a bs whale story. #SemST,2
512,Someone send some chicken soup or some '80s Conan comics to @user he's under the weather & noone wants to be there #SemST,0
513,@user @user Right out of the Big Tobacco playbook! Why is this disgusting strategy so bulletproof? #SemST,0
514,@user @user Nobody denies the climate changes. #SemST,2
515,"#ClimateChangeDefinitions ""settled science"" = flawed computer models with jiggered data to force a predefined conclusion. #SemST",1
516,People need to wake up & realize what's happening to our earth  #hello #SemST,2
517,#Questiontime Who is more likely to solve problems related to #poverty #sustainability & #government? #religion? #business? #SemST,0
518,The countries most likely to survive climate change in one infographic #Survive #Infographic #SemST,2
519,Terraform Earth so we can recolonize our own homes. #SemST,2
520,What's next after 2 years? :) #thinkbig #world #solution #water #SemST,2
521,Climate change has already cut into the global food supply and is fuelling wars &natural disasters #FoodFactsWithHeroRadio #SemST,2
522,@user Still a larval theory. Still poorly modelled. Still unquantified. Still multi-factor. Still flummoxed by albedo. #SemST,1
523,Whole species #Boomers #GenerationX GenerationY #GenZ Needs a vacation. 25 years on a Greek Island anyone? #HumanExtinction #SemST,2
524,#Mission:#Climate on the road > Fly less #Tip #EarthRightNow #SemST,2
525,Edenhofer: Carbon pricing is needed but not sufficient. we need complementary policies to counter #coal renaissance & #CFCC15 #SemST,2
526,"Humanity is making #mother earth angry, that angriness is the reason for #SemST",2
527,@user Jonathan Tillson from @user highlights how economic stability will be undermined by #SemST,0
528,UK homes & buildings need to be adapted to higher temperatures Daniel Johns @user #weetfEvents #adaptation #SemST,2
529,Plants and trees make oxygen which we breathe and killing the rainforest will make the earths oxygen supply weak. #earth #SemST,2
530,"$500,000 on flags in 12 months  vs  An Inter-Generational Rot that addresses   #ThingsToSpendMyTaxesOnOtherThanFlags #SemST",0
531,Climate deniers is a term used to silence those pointing out the hypocrisy in the fanatical zeal on  #climatetruth #SemST,1
532,"#Mission:#Climate on the road > Purchase a fuel-efficient, low-greenhouse gas vehicle (by @user #Tip #MissionAccept #SemST",2
533,@user Will we change? That's the reason we are here. Be of good cheer. We're going to win this #CSOTA #SemST,2
534,Incredibly moving as a scientist weeps on @user for the #ocean & for our grandchildren's future ttp://bbc.in/1G9uil5 #SemST,2
535,Following the invitation only Climate Summit of the Americas online via twitter #CSOTA #Toronto #environment #COP21 #climate #SemST,2
536,Are the voices of younger generations represented at #CSOTA? We have a say in our collective future. #environment #COP21 #SemST,2
537,@user We're proud to sign #ORbizclimatedeclaration because we are committed to fighting climate change #SemST,2
538,"I remember a time when summer was actually summer, you know when it was sunny and 90 degrees everyday #whatshappening #SemST",2
539,@user Rettet die Erde! Save the Earth!  #SemST,2
540,"@user yes ironic that the alarmists are the actual ""deniers #SemST",1
541,@user Hey Justin I will give you 50 cents if you stop talking about climate 'Change' #Ottawa #davidsuzuki #cbc #SemST,1
542,If @user & @user don't have to follow SCOTUS why should anyone else have to #ClimateFraud #SpecialReport #WakeUpAmerica #SemST,1
543,"If we want a future for our/Canadian kids we all need to seriously wake the fuck up,No more talk only action #Harper  #SemST",2
544,"Govt announcement on zero carbon homes ""short-sighted, unnecessary, retrograde and damaging"" says @user #energyefficiency #SemST",1
545,"@user Good to see more global awareness, thanks. #SemST",2
546,"We are not ""killing the Earth"". The Earth has been through worse and will be fine after all humans suffocate, drown or starve #SemST",1
547,Sea Level Rise above 6 meters - what does that mean? It means 20 ft above current heights. #SemST,2
548,@user This is not a fantasy this is negligence collusion with criminal corporations acting with negligence to #Ecocide #SemST,2
549,We need governments and corporations to respond AND ordinary people to change our daily habits to consume less. #SemST,2
550,If you dont have the capacity to take it in and act-what can you do to increase your capacity for connection and compassion? #SemST,0
551,#Mission:#Climate @ home > Take a shower instead of a bath #Tip #LoveOurPlanet #SemST,2
552,"The only thing ""man made"" about global warming is the false narrative. #WakeUpAmerica #boycottSanFrancisco #Election2016 #SemST",1
553,"Growing concern of Pacific Islanders to adapt to sea level rise, increasing storminess; want to avoid becoming CC refugees #SemST",2
554,@user  Everyone should learn this recipe - given summers are going to get warmer every year! #SemST,2
555,Rec high temp for this date in Charlotte is 101*. That was set in 1926. T-models were the worst for dangerous emissions. #SemST,2
556,"Lot's of time, class over! @user #SemST",0
557,@user Oh for the love of Pete! I thought we were going to be incinerated by then! #SemST,0
558,If complaining about irrelevant problems were illegal maybe we could solve some of the important issues #itsjustaflag #SemST,0
559,"@user - ""All"" you folks #owe me an #official #apology at this point ""absolute"" ([minimum]), re's D #peace #Transparency #SemST",0
560,"Maybe we should start ""labelling every #product"" made with its ""#Environmental #footprint""? Sooner or later we must act! #SemST",2
561,If we touch #Antarctica for one more #reason other than to #research the #impact of us we would be #insane! #Democracy #Goal? #SemST,2
562,Wind power helped stabilize Texas' power grid during a 2014 cold snap that suddenly increased demand. #ClimateHope #Climate #SemST,2
563,"It's so cold and windy here in Sydney, I just saw a climate scientist fly past my window #auspol #ClimateChangeIsReal #SemST",2
